Date,Time,Sqn,TOTAL ABORT?,Target Location,Target Description,Target Type,"Raid=1, Alert=0",Summary Rec (T/F) or Comments,COM-PLETE,Bomb Wgt (LB),A/C Launched,ABORT WX,ABORT MECH,ABORT OTHR,DIVERT WX,DIVRT MECH,DIV DISOR,BOMB-ING,Miss- ing,FL-NO DAMAGE,FL-DAMAGE,Alt. (Feet),Rec #,Air Fight ?,A/C Type,T.O. Time,RTB Time,Bombing Time or Midpoint,Dura- tion (Hrs),Base,Distance From Base (Km),Killed,Woun-ded,Damage (Marks),Damage (Francs),# Bombs,Time Lost (Hours),Other Cost (Marks),Other Cost (Francs),Alternate Location Name,Raid or Alert Length (Hrs),"Page #, Maurer Maurer, v.IV, or other Reference",Comments,Chrono- logical Order
12Aug18,Night,GB8,,Tergnier,Rail Stn,R,,Voisin raids on 6 nights totaling 15892 kg and 464 bombs,,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,90,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5396
12Aug18,Night,GB8,,Noyon,Rail Stn,R,,Voisin raids on 5 nights totaling 31091 kg and 1045 bombs,,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,65,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5397
12Aug18,Night,GB10,,"???bemont & rail (?) lines around Ham, Jussy, St. Quentin",Rail Stn,R,,,,880,,,,,,,,2,,,,,,,,,,,,Campeaux,,,,,,16,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5398
12Aug18,Night,GB10,,Nesle,Rail Stn,R,,Voisin raids over 2 (?) nights; 54 bombs totaling 3450 kg - dates may be incorrect,,,,,,,,,,,,,,,,,,,,,,Campeaux,85,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5399
12Aug18,Night,GB10,,St. Quentin,Rail Stn,R,,Combined 3 night record - 151 bombs totaling 8675 kg,,,,,,,,,,,,,,,,,,,,,,Campeaux,115,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5400
12Aug18,Night,GB10,,Region Nesle-Ham-St. Quentin,"Bivouacs, Crossroads",T,,Combined 7 night record - 278 bombs totaling 12710 kg,,,,,,,,,,,,,,,,,,,,,,Campeaux,100,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5401
12Aug18,8:02,,,Kaiserslautern,,,0,"ALERTS 0802-0859, 0935-0959. SEE KAISERSLAUTERN, 12APR1918 FOR DETAILS",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,1.35,9202,,,1.35,NARA 990,,5402
12Aug18,8:31,,,Coblenz,,,0,ALERT ONLY. ALL RAIL TRAFFIC STOPPED.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.983333333,,,,0.983333333,NARA 990,,5403
12Aug18,9:39,,,Hochst A.M.,,,0,ALERT MAY HAVE BEEN AT 0839. NO BOMBS IN CITY LIMITS. FACTORY STOPPED DURING 40% OF ALERTS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,0.766666667,NARA 990,,5404
12Aug18,Day,,,Frankfurt A.M.,,,1,"COSTS PARTIALLY ESTIMATED BECAUSE 1 INSURANCE CO DIDN'T REPORT EACH RAID'S DAMAGE SEPARATELY. POST-1918 AIRRAID CLAIMS DIVIDED PROPORTIONATELY BETWEEN THE LAST 2 RAIDS (16 & 25 SEP). BRITISH SURVEY: # BOMBS AND ""DAY"" RAID.",,,,,,,,,,,,,,,,,,,,,,,,16,26,703539.4933,,33,,,,,,"NARA 990, Roll 58, p. 001100; AM Results, p.14",,5405
12Aug18,,,,Dieuze,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,17,,,,(S of Bensdorf),,448,,5406
12Aug18,,,,Mainz,,,0,"ALERT - FACTORIES, BUSINESSES, STREETCARS STOPPED - AM/PM UNK: TIME 8.26-9.48",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,1.366666667,,,Mayence (on Rhine),1.366666667,"NARA 990, Roll 58, p.001180",,5407
13Aug18,Day,55,FALSE,Bühl,Aerodrome,A,,FALSE,TRUE,2308,10,0,0,0,0,0,0,10,0,0,0,14000,804,Yes,DH4,11:20,14:20,12:45,3.00,Azelot,140,,,,,26,,,,,,"G.K. Williams Summary & K. Rennles, Independent Force",,5408
13Aug18,Day,104,FALSE,Thionville,Rail Workshops,R,,FALSE,TRUE,2500,12,0,1,0,11,0,0,11,3,0,0,12000,805,Yes,DH9,13:10,16:30,15:45,3.33,Azelot,85,,,,,16,,,,,,G.K. Williams Summary & Rennles,,5409
13Aug18,Day,US96,,Dommary-Baroncourt,Rail Lines,R,,,,,,,,,,,,,,,,,,,Breguet14,,,,,Amanty,85,,,,,,,,,,,,,5410
13Aug18,Night,100,FALSE,"Buhl,Morh'e,Saar.,Freim.","Aerodromes,Rail,Furnace",A,,TRUE,TRUE,2394,9,0,0,0,0,0,0,9,0,0,0,2000,806,,FE2,,,,,Xaffévillers,,,,,,,,,,,,G.K. Williams Summary,,5411
13Aug18,Night,100,FALSE,Bühl,Aerodrome,A,,FALSE,FALSE,1228,4,0,0,0,0,0,0,4,0,0,0,2000,807,,FE2,,,,,Xaffévillers,115,,,,,,,,,,,G.K. Williams Summary,,5412
13Aug18,Night,100,FALSE,Morhange,Aerodrome,A,,FALSE,FALSE,200,1,0,0,0,0,0,0,1,0,0,0,2000,808,,FE2,,,,,Xaffévillers,55,,,,,,,,,,,G.K. Williams Summary,,5413
13Aug18,Night,100,FALSE,Saarburg (vic. of),Railway,R,,FALSE,FALSE,791,3,0,0,0,0,0,0,3,0,0,0,2000,809,,FE2,,,,,Xaffévillers,130,,,,,,,,,,,G.K. Williams Summary,,5414
13Aug18,Night,100,FALSE,Freimenges (west of),Furnaces,B,,FALSE,FALSE,175,1,0,0,0,0,0,0,1,0,0,0,2000,810,,FE2,,,,,Xaffévillers,,,,,,,,,,,,G.K. Williams Summary,,5415
13Aug18,Night,216,FALSE,Thionville,Rail Station,R,,FALSE,TRUE,1207,4,3,0,0,1,0,0,1,0,0,0,6500,811,,HP,,,,,Ochey,85,,,,,,,,,,,G.K. Williams Summary,,5416
13Aug18,Night,GB1,,"Maison Bleue, Guignicourt, Pontavert, Amifontaine, Bazancourt, Menneville",Unspecified,R,,TRUE,TRUE,4818,12,,2,,,,,10,0,0,0,,,No,Voisin10 & Farman F.50,,,,,Cernon,,,,,,78,,,,,,GB1 War Diary 0211-2,"12 planes T.O. (""11 V.B. et 1 F.13"").  Bomb totals and wgts don't match G.A.C. summaries. Fires at Maison Bleue & Bazancourt rail stns. 1 plane overturned and burned on landing, burning both crew to death. Since it was at their airfield, I didn't count it as force-landed.",5417
13Aug18,Night,GB1,,La Maison-Bleue,Rail Stn,R,,FALSE,FALSE,2948,,,,,,,,4,,,,,,,,,,,,Cernon,65,,,,,38,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5418
13Aug18,Night,GB1,,Bazancourt,Rail Stn,R,,FALSE,FALSE,1859,,,,,,,,3,,,,,,,,,,,,Cernon,60,,,,,25,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5419
13Aug18,Night,GB1,,Guignicourt,Rail Stn,R,,FALSE,FALSE,616,,,,,,,,1,,,,,,,,,,,,Cernon,70,,,,,7,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5420
13Aug18,Night,GB1,,Amifontaine,Rail Stn,R,,FALSE,FALSE,1023,,,,,,,,2,,,,,,,,,,,,Cernon,75,,,,,18,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5421
13Aug18,Night,GB7,,Aguilcourt,"Bivouacs, Billets, Convoys",T,,,,1694,,,,,,,,3,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,65,,,,,29,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5422
13Aug18,Night,GB7,,Guignicourt,Rail Stn,R,,,,2354,,,,,,,,4,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,70,,,,,38,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5423
13Aug18,Night,GB7,,Bazancourt,Rail Stn,R,,,,2519,,,,,,,,5,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,55,,,,,35,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5424
13Aug18,Night,GB7,,Chatelet-sur-Retourne,Rail Stn,R,,,,2783,,,,,,,,5,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,60,,,,,45,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5425
13Aug18,Night,GB7,,Amagne Lucquy,Rail Stn,R,,,,4378,,,,,,,,11,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,70,,,,,70,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5426
13Aug18,Night,GB7,,La Maison-Bleue,Rail Stn,R,,,,5841,,,,,,,,12,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,65,,,,,86,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5427
13Aug18,Night,GB8,,"Region of Roye, Lassigny, Noyon, Guiscard",Bivouacs,T,,"6 raids, 1 per night, totaling 18910 kg & 632 bombs dropped - DON'T BELIEVE # SORTIES",,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,70,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5428
13Aug18,Night,GB8,,Tergnier,Rail Stn,R,,Voisin raids on 6 nights totaling 15892 kg and 464 bombs,,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,90,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5429
13Aug18,Night,GB8,,Noyon,Rail Stn,R,,Voisin raids on 5 nights totaling 31091 kg and 1045 bombs,,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,65,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5430
13Aug18,Night,GB10,,Bohain,,,,,,220,,,,,,,,1,,,,,,,,,,,,Campeaux,130,,,,,4,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5431
13Aug18,Night,GB10,,Region Nesle-Ham-St. Quentin,"Bivouacs, Crossroads",T,,Combined 7 night record - 278 bombs totaling 12710 kg,,,,,,,,,,,,,,,,,,,,,,Campeaux,100,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5432
13Aug18,13:00,,,Thionville - Rail,,,0,"ALERTS 1300-1336, 1625-1658.",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,1.15,,,,1.15,NARA 990,,5433
13Aug18,14:29,,,Hochst A.M.,,,0,NO BOMBS IN CITY LIMITS. FACTORY STOPPED DURING 40% OF ALERTS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,0.65,NARA 990,,5434
13Aug18,16:20,,,Hagendingen,,,1,[At the steel mill] 1 workman mortally wounded. FROM THE RAIL STN REPORT: AA fire 1620-1650,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,0.5,,,"Hagondange (Rail Stn, Forges & Steel Mills)",0.5,"391, NARA 990",,5435
13Aug18,23:45,,,Saarburg,,,1,Double track destroyed; 17 hours to repair [5000M DAMAGE WAS HAND-WRITTEN IN ON MICROFILM ENTRY],,,,,,,,,,,,,,,,,,,,,,,,,,5000,,16,17,,,,,"449, NARA 990",,5436
13Aug18,23:45,,,Metz (RR Stns),,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,10,0.166666667,,,Sablon or Montigny Stns,0.166666667,NARA 990 Roll 58,,5437
13Aug18,Day,,,Differdange,,,0,DAYTIME ALERT. ALERT THAT NIGHT RECORDED SEPARATELY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,10458,,"Differdingen, Lux.",,NARA 990,,5438
13Aug18,Night,,,Differdange,,,0,1 ALERT - DAYTIME ALERT EARLIER THAT DAY RECORDED SEPARATELY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,11454,,"Differdingen, Lux.",,NARA 990,,5439
13Aug18,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,10000,,Luxembourg,,NARA 990 Roll 58,,5440
13Aug18,,,,Thionville-Rail Stn,,,0,"Alarm only, NO RAID, 1:30 to 2:00  - AM/PM not specified.  Also air raid about 5:00 - in Knuzig, bombs were dropped near the station.",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,Diedenhofen,,410,,5441
14Aug18,Day,55,FALSE,Offenburg,Rail Station & Sidings,R,,FALSE,TRUE,2246,12,0,1,1,10,0,0,10,0,0,1,14000,812,Yes,DH4,14:00,17:20,16:00,3.33,Azelot,125,,,,,19,,,,,,"G.K. Williams Summary & K. Rennles, Independent Force",,5442
14Aug18,Day,US96,,Longuyon,Rail Lines,R,,T.O. 0830 - 2 extra a/c turned back when the rest crossed the lines; later 2 turned back because they couldn't keep up - 3 direct hits observed,,1056,9,,,4,,,,5,,,,,,,Breguet14,8:30,,,,Amanty,100,,,,,,,,,,,,,5443
14Aug18,Day,US96,,Dommary-Baroncourt,Rail Lines,R,,T.O. 1630 - 2 extra a/c turned back when the rest crossed the lines - all bombs fell short of target,,2112,9,,,2,,,,7,,,,,,,Breguet14,16:30,,,,Amanty,85,,,,,,,,,,,,,5444
14Aug18,Night,100,FALSE,Bühl,Aerodrome,A,,FALSE,TRUE,3462,12,0,0,0,0,0,0,12,0,0,0,1800,813,,FE2,,,,,Xaffévillers,115,,,,,,,,,,,G.K. Williams Summary,,5445
14Aug18,Night,216,FALSE,"Buhl,Voelk'n,Saarbg,St.Av","Aerodromes,Furnace,Rail",A,,TRUE,TRUE,10976,8,0,0,0,0,0,0,8,0,0,0,5250,814,,HP,,,,,Ochey,160,,,,,,,,,,,G.K. Williams Summary,,5446
14Aug18,Night,216,FALSE,Bühl,Aerodrome,A,,FALSE,FALSE,7840,6,0,0,0,0,0,0,5,0,0,0,4250,815,,HP,,,,,Ochey,160,,,,,,,,,,,G.K. Williams Summary,,5447
14Aug18,Night,216,FALSE,Voelklingen,Furnaces,B,,FALSE,FALSE,896,1,0,0,0,0,0,0,1,0,0,0,8000,816,,HP,,,,,Ochey,100,,,,,,,,,,,G.K. Williams Summary,,5448
14Aug18,Night,216,FALSE,Saarburg,Rail Sidings,R,,FALSE,FALSE,896,1,0,0,0,0,0,0,1,0,0,0,7500,817,,HP,,,,,Ochey,120,,,,,,,,,,,G.K. Williams Summary,,5449
14Aug18,Night,216,FALSE,St. Avold (E. of...),Aerodrome,A,,FALSE,FALSE,1344,1,0,0,0,0,0,0,1,0,0,0,,818,,HP,,,,,Ochey,80,,,,,,,,,,,G.K. Williams Summary,,5450
14Aug18,Night,GB1,,"Bazancourt, Semide, Neuilly, Chatelet-s-Retourne, Pontavert, Guignicourt",Unspecified in War Diary,R,,TRUE,TRUE,7106,12,,1,,,,,11,,,,,,No,Voisin10,,,,,Cernon,,,,,,104,,,,,,GB1 War Diary 0212,"12 V.R. planes T.O. 4 recce missions for G.A.C. took place 2130-0035; presumably bombing took place around the same time. Small fire at Bazancourt rail stn.  Bombs dropped: 10x90mm, 30x155mm G.A., 21x155mm MMN, 19x200mm G.A., 3x268mm MMN, 2 Michelin, 8 Bourges, 11 incendiaries = 3230 kg.",5451
14Aug18,Night,GB1,,Bazancourt,Rail Stn,R,,FALSE,FALSE,2959,,,,,,,,5,,,,,,,Voisin10,,,,,Cernon,60,,,,,38,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5452
14Aug18,Night,GB1,,Chatelet-sur-Retourne,Rail Stn,R,,FALSE,FALSE,1177,,,,,,,,2,,,,,,,Voisin10,,,,,Cernon,65,,,,,19,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5453
14Aug18,Night,GB1,,Guignicourt,Rail Stn,R,,FALSE,FALSE,1474,,,,,,,,2,,,,,,,Voisin10,,,,,Cernon,70,,,,,27,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5454
14Aug18,Night,GB1,,Semide,Rail Stn,R,,FALSE,FALSE,1496,,,,,,,,2,,,,,,,Voisin10,,,,,Cernon,55,,,,,20,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5455
14Aug18,Night,GB2 & GB18 (It.),,Thiaucourt,Rail Stn,R,,GB2/GB18 record adjusted for CAP115 bomb wgt.,,264,,,,,,,,,,,,,,,Caproni,,,,,Épiez-lès-Vaucoulers,45,,,,,20,,,,,,SHAA - G.A.E. Summary of Operations for 1-15 August 1918,,5456
14Aug18,Night,GB2 & GB18 (It.),,Conflans,Rail Stn,R,,,,1100,,,,,,,,,,,,,,,Caproni,,,,,Épiez-lès-Vaucoulers,70,,,,,10,,,,,,SHAA - G.A.E. Summary of Operations for 1-15 August 1918,,5457
14Aug18,Night,GB2 & GB18 (It.),,Thionville,Rail Stn,R,,GB2/GB18 record adjusted for CAP115 bomb wgt.,,9495,,,,,,,,,,,,,,,Caproni,,,,,Épiez-lès-Vaucoulers,95,,,,,121,,,,,,SHAA - G.A.E. Summary of Operations for 1-15 August 1918,,5458
14Aug18,Night,CAP115 (Escadre11/GB2),,Thionville,Rail Stn,R,,"Capronis 105,118,126 bombed Thionville. #120 bombed Thionville-Terville (the latter is a suburb SW of Thionville). Caproni 122 ""Machine & Crew Disappeared""; MdL Pélichet (P) & Ltt Puig (O) Died for France. I wrote this record to indicate that 122 did drop bombs but the truth is simply unknown.  Bomb wgt per plane estimated at 400 kg, the amt known to have been dropped by #124 on Hayange.",,4400,5,,,,,,,5,1,0,0,7792,,No,Caproni,21:25,0:50,23:07,3.00,Épiez-lès-Vaucoulers,95,,,,,,,,,,,CAP115 Log Images 0142-3 & SHAA - G.A.E. Summary of Operations for 1-15 August 1918 & website albindenis.free.fr,,5459
14Aug18,Night,CAP115 (Escadre11/GB2),,Thiaucourt,Rail Stn,R,,"Capronis 120 & 121.  Bomb wgt per plane estimated at 400 kg, the amt known to have been dropped by #124 on Hayange.",,1760,2,,,,,,,2,0,0,0,7054,,No,Caproni,21:20,2:30,23:55,2.17,Épiez-lès-Vaucoulers,45,,,,,,,,,,,CAP115 Log Images 0142-3 & SHAA - G.A.E. Summary of Operations for 1-15 August 1918,,5460
14Aug18,Night,CAP115 (Escadre11/GB2),,Hayange,Factories/Mills,B,,Caproni 124.  Bomb wgt known exactly from GB2 record indicating only 1 Caproni attacked this target.,,880,1,,,,,,,1,0,0,0,6562,,No,Caproni,21:15,0:05,22:40,2.83,Épiez-lès-Vaucoulers,90,,,,,8,,,,,,CAP115 Log Images 0142-3 & SHAA - G.A.E. Summary of Operations for 1-15 August 1918,,5461
14Aug18,Night,GB7,,Chatelet-sur-Retourne,Rail Stn,R,,,,902,,,,,,,,2,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,60,,,,,11,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5462
14Aug18,Night,GB7,,Rethel,"Bivouacs, Billets, Convoys",T,,,,1023,,,,,,,,2,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,70,,,,,18,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5463
14Aug18,Night,GB7,,Bazancourt,Rail Stn,R,,,,3311,,,,,,,,6,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,55,,,,,54,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5464
14Aug18,Night,GB7,,Mohon,Rail Stn,R,,,,4235,,,,,,,,7,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,100,,,,,60,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5465
14Aug18,Night,GB8,,Tergnier,Rail Stn,R,,Voisin raids on 6 nights totaling 15892 kg and 464 bombs,,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,90,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5466
14Aug18,Night,GB8,,Noyon,Rail Stn,R,,Voisin raids on 5 nights totaling 31091 kg and 1045 bombs,,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,65,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5467
14Aug18,Night,GB10,,St. Quentin,Rail Stn,R,,Combined 3 night record - 151 bombs totaling 8675 kg,,,,,,,,,,,,,,,,,,,,,,Campeaux,115,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5468
14Aug18,Night,GB10,,Region Nesle-Ham-St. Quentin,"Bivouacs, Crossroads",T,,Combined 7 night record - 278 bombs totaling 12710 kg,,,,,,,,,,,,,,,,,,,,,,Campeaux,100,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5469
14Aug18,Night,GB10,,Wassigny,Rail Stn,R,,,,330,,,,,,,,1,,,,,,,,,,,,Campeaux,140,,,,,3,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5470
14Aug18,10:00,,,Thionville - Rail,,,0,"ALERT 1000-1020. OTHER RECORD FOR THIS DATE HAS NIGHTTIME ALERT. ""General interruption in train movements. Damage all around.  All trains late.""",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.333333333,,,,0.333333333,NARA 990,,5471
14Aug18,10:15,,,Hagendingen,,,0,ALERT ONLY,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0.833333333,,,Rail Stn - Hagondange,0.833333333,"NARA 990, Roll 58",,5472
14Aug18,18:25,,,Dillingen Blst Fur.,,,0,ALERT ONLY.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.166666667,,,Saarbrucken,0.166666667,NARA 990,,5473
14Aug18,18:40,,,Hagendingen,,,0,AA fire 1840-1900. [CHANGED RAID TO ALERT -SCS],,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0.333,,,Rail Stn - Hagondange,0.333,"NARA 990, Roll 58",,5474
14Aug18,22:00,,,Buhl Aerodrome,,,1,Large hanger slightly damaged.,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,100,,,,,4,490,,5475
14Aug18,22:34,,,Kaiserslautern,,,0,"ALERT ONLY. SEE KAISERSLAUTERN, 12APR1918 FOR DETAILS",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,NARA 990,,5476
14Aug18,22:50,,,Hagendingen,,,0,AA fire 2255-0130. [CHANGED RAID TO ALERT -SCS],,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,3,,,Rail Stn - Hagondange,3,"NARA 990, Roll 58",,5477
14Aug18,22:55,,,Thionville - Rail,,,0,"ALERT 2255-0026. LIGHTS OUT @2250. OTHER RECORD FOR THIS DATE HAS DAYTIME ALERT. ""General interruption in train movements. Damage all around.  All trains late.""",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,1.6,,,,1.516666667,NARA 990,,5478
14Aug18,23:00,,,Dillingen Blst Fur.,,,1,"ALERT 2300-2320, RAIDS 2340-0030, 0045-0055. MONETARY DAMAGES AND # BOMBS FROM BRITISH RECORDS.",,,,,,,,,,,,,,,,,,,,,,,,,,953,,7,1.333,,,Saarbrucken,1.333,"NARA 990, AM p.11",,5479
14Aug18,23:30,,,Metz (RR Stns),,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3,0.333,,,Sablon or Montigny Stns,0.333,NARA 990 Roll 58,,5480
14Aug18,Day,,,Longuyon,,,1,"15 bombs dropped near baraquements, one partly demolished. Also near station.  USAS CLAIMS 5 96TH AERO SQN A/C BOMBED HERE MID-MORNING - ""3 BURSTS WERE OBSERVED ON THE TRACKS IN FRONT OF THE STATION, BALANCE ABOUT STN AND AMONG WAREHOUSES""",,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,375,,5481
14Aug18,Day,,,Differdange,,,0,2 DAYTIME ALERTS. ALERT THAT NIGHT RECORDED SEPARATELY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,13944,,"Differdingen, Lux.",,NARA 990,,5482
14Aug18,Night,,,Differdange,,,0,1 ALERT - 2 DAYTIME ALERTS EARLIER THAT DAY RECORDED SEPARATELY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,18426,,"Differdingen, Lux.",,NARA 990,,5483
14Aug18,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,7000,,Luxembourg,,NARA 990 Roll 58,,5484
14Aug18,,,,Rombach Wks,,,1,"Extensive damage, most to Blocking machine II and Foundry fence. AMERICAN SURVEY says is a night raid; BRITISH SURVEY says day raid and plots 8 bombstrikes.",,,,,,,,,,,,,,,,,,,,,,,,,,11776,,8,,,,Rombas-3 mi W of Hagondange,,NARA 990 Roll 58; AM Results… after p.32,,5485
14Aug18,,,,Thionville-Rail Stn,,,0,"Alarm only, NO RAID, 10:00 to 10:40  - AM/PM not specified.  Also air raid from 11:30 - 1:30; no bombs were dropped in the station.",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,2.67,,,Diedenhofen,2.67,410,,5486
15Aug18,Day,99,FALSE,Boulay,Aerodrome,A,,FALSE,TRUE,908,14,0,7,3,0,0,0,4,0,0,1,11000,819,Yes,DH9,16:35,19:20,17:57,2.75,Azelot,70,,,,,,,,,,,G.K. Williams Summary,,5487
15Aug18,Day,104,FALSE,Boulay,Aerodrome,A,,FALSE,TRUE,2476,11,0,0,0,0,0,0,11,0,0,1,11000,820,Yes,DH9,16:40,19:25,18:02,2.75,Azelot,70,,,,,22,,,,,,G.K. Williams Summary & Rennles,,5488
15Aug18,Day,US96,,Dommary-Baroncourt,Rail Lines,R,,T.O. 1025 - 2 extra a/c turned back when the rest crossed the lines; later 1 turned back because it couldn't reach altitude,,1496,9,,1,2,,,,6,,,,,,,Breguet14,10:25,,,,Amanty,85,,,,,,,,,,,,,5489
15Aug18,Day,US96,,Conflans,Rail Lines,R,,T.O. 1630 - apparently 2 extra a/c turned back when the rest crossed the lines; another forcelanded - all bombs hit rail yards; 2 direct hits on roundhouse,,880,8,,1,2,,,,5,,1,,,,,Breguet14,16:30,,,,Amanty,70,,,,,,,,,,,,,5490
15Aug18,Night,100,FALSE,"Boulay,Freisdf,Buhl,Mail.","Aerodromes, Train",A,,TRUE,TRUE,3120,10,0,0,0,0,0,0,10,0,0,0,,821,,FE2,,,,,Xaffévillers,,,,,,,,,,,,G.K. Williams Summary,,5491
15Aug18,Night,100,FALSE,Boulay,Aerodrome,A,,FALSE,FALSE,1560,5,0,0,0,0,0,0,5,0,0,0,,822,,FE2,,,,,Xaffévillers,85,,,,,,,,,,,G.K. Williams Summary,,5492
15Aug18,Night,100,FALSE,Freisdorf,Aerodrome,A,,FALSE,FALSE,624,2,0,0,0,0,0,0,2,0,0,0,,823,,FE2,,,,,Xaffévillers,,,,,,,,,,,,G.K. Williams Summary,,5493
15Aug18,Night,100,FALSE,Bühl,Aerodrome,A,,FALSE,FALSE,624,2,0,0,0,0,0,0,2,0,0,0,1500,824,,FE2,,,,,Xaffévillers,115,,,,,,,,,,,G.K. Williams Summary,,5494
